name,moviestatus,criticstatus,userstatus,link
Prisoners of the Lost Universe,0,0,0,prisoners_of_the_lost_universe
Scavengers,0,0,0,scavengers
Message from Space,0,0,0,message_from_space
Beauty and the Beast,0,0,0,beauty_and_the_beast
Curse of the Swamp Creature,0,0,0,curse_of_the_swamp_creature
A Little Bit Zombie,0,0,0,a_little_bit_zombie
Gingerdead Man 3: Saturday Night Cleaver,0,0,0,gingerdead_man_3_saturday_night_cleaver
The Bracelet of Bordeaux,0,0,0,the_bracelet_of_bordeaux
Konga,0,0,0,konga
The Looking Glass,0,0,0,the_looking_glass
Greg Behrendt: Is That Guy from That Thing,0,0,0,greg_behrendt_is_that_guy_from_that_thing
Light and the Sufferer,0,0,0,light_and_the_sufferer
Super Shark,0,0,0,super_shark
Dark Space,0,0,0,dark_space
The Congress,0,0,0,the_congress
The Astral Factor,0,0,0,the_astral_factor
Repo,0,0,0,repo
Dollman,0,0,0,dollman
Malignant,0,0,0,malignant
P-51 Dragon Fighter,0,0,0,p_51_dragon_fighter
Giant from the Unknown,0,0,0,giant_from_the_unknown
Teenagers from Outer Space,0,0,0,teenagers_from_outer_space
Senn,0,0,0,senn
Bela Lugosi Meets a Brooklyn Gorilla,0,0,0,bela_lugosi_meets_a_brooklyn_gorilla
Warning From Space,0,0,0,warning_from_space
The Zombinator,0,0,0,the_zombinator
Justice Is Mind,0,0,0,justice_is_mind
5 Shells,0,0,0,5_shells
Dark Mountain,0,0,0,dark_mountain
Deal of a Lifetime,0,0,0,deal_of_a_lifetime
Found In Time,0,0,0,found_in_time
The River,0,0,0,the_river
The Posthuman Project,0,0,0,the_posthuman_project
Prometheus Triumphant,0,0,0,prometheus_triumphant
Age of Ice,0,0,0,age_of_ice
These Final Hours,0,0,0,these_final_hours
The Millennium Bug,0,0,0,the_millennium_bug
Beyond,0,0,0,beyond
State of Emergency,0,0,0,state_of_emergency
UFO: Target Earth,0,0,0,ufo_target_earth
The Frame,0,0,0,the_frame
Eva,0,0,0,eva
Patema Inverted,0,0,0,patema_inverted
Cowboys Vs. Dinosaurs,0,0,0,cowboys_vs_dinosaurs
Serena and The Ratts,0,0,0,serena_and_the_ratts
Earthbound,0,0,0,earthbound
Hyperfutura,0,0,0,hyperfutura
Harbinger Down,0,0,0,harbinger_down
Split Second,0,0,0,split_second
Air,0,0,0,air
Turbo Kid,0,0,0,turbo_kid
Movement and Location,0,0,0,movement_and_location
Specter,0,0,0,specter
Not Another SciFi Movie,0,0,0,not_another_scifi_movie
Martian Land,0,0,0,martian_land
The Lucifer Complex,0,0,0,the_lucifer_complex
Truth,0,0,0,truth
The Thaw,0,0,0,the_thaw
Rotor DR1,0,0,0,rotor_dr1
Uncanny,0,0,0,uncanny
Convict 762,0,0,0,convict_762
The Corpse Grinders II,0,0,0,the_corpse_grinders_ii
Alice Of Wonderland In Paris,0,0,0,alice_of_wonderland_in_paris
Synchronicity,0,0,0,synchronicity
Mystical Adventures Of Billy Owens,0,0,0,mystical_adventures_of_billy_owens
Mega Shark vs. Mecha Shark,0,0,0,mega_shark_vs_mecha_shark
Avalanche Sharks,0,0,0,avalanche_sharks
Identicals,0,0,0,identicals
Alienated,0,0,0,alienated
Epicenter,0,0,0,epicenter
Jackrabbit,0,0,0,jackrabbit
Sacrificial Youth,0,0,0,sacrificial_youth
The Cold Equations,0,0,0,the_cold_equations
The Atomic Submarine,0,0,0,the_atomic_submarine
First Man into Space,0,0,0,first_man_into_space
Subject Two,0,0,0,subject_two
Harmony,0,0,0,harmony
The Mind's Eye,0,0,0,the_minds_eye_2016
Somnus,0,0,0,somnus
Cruel & Unusual,0,0,0,cruel_unusual
The Reconstruction of William Zero,0,0,0,the_reconstruction_of_william_zero
Flight World War II,0,0,0,flight_world_war_ii
Ninja Apocalypse,0,0,0,ninja_apocalypse
Painkillers,0,0,0,painkillers
After the Wizard,0,0,0,after_the_wizard
Gehenna: Where Death Lives,0,0,0,gehenna_where_death_lives
Man Vs.,0,0,0,man_vs
Shockwave Darkside,0,0,0,shockwave_darkside
When Time Expires,0,0,0,when_time_expires
Star Raiders,0,0,0,star_raiders
Mars,0,0,0,mars
The Veil,0,0,0,the_veil
Dr. Jekyll and Mr. Hyde,0,0,0,dr_jekyll_and_mr_hyde
Anti Matter,0,0,0,anti_matter
Robot Wars,0,0,0,robot_wars
Alien Arrival,0,0,0,alien_arrival
Barbie: Video Game Hero,0,0,0,barbie_video_game_hero
Toxin,0,0,0,toxin
Solace,0,0,0,solace
Bio-Dead,0,0,0,bio_dead
Revolt,0,0,0,revolt
Meatball Machine,0,0,0,meatball_machine
Ghost Patrol,0,0,0,ghost_patrol
It,0,0,0,it
Mind Over Murder,0,0,0,mind_over_murder
Scorched Earth,0,0,0,scorched_earth
The Black Hole,0,0,0,the_black_hole
Death House,0,0,0,death_house
Exile,0,0,0,exile
Haunters,0,0,0,haunters
Deadly Culture,0,0,0,deadly_culture
The Jurassic Games,0,0,0,the_jurassic_games
Disconnect,0,0,0,disconnect
7 Splinters in Time,0,0,0,7_splinters_in_time
Andover,0,0,0,andover
Moonchild,0,0,0,moonchild
Arachnicide,0,0,0,arachnicide
Spheres of Light: Mysterious Objects - Volume 2,0,0,0,spheres_of_light_mysterious_objects_volume_2
Another Time,0,0,0,another_time
Domain,0,0,0,domain
Death Race: Beyond Anarchy,0,0,0,death_race_beyond_anarchy
Neverknock,0,0,0,neverknock
Dinosaur Island,0,0,0,dinosaur_island
Time Freak,0,0,0,time_freak
Dead House,0,0,0,dead_house
The Last Man,0,0,0,the_last_man
Mega Time Squad,0,0,0,mega_time_squad
Remember,0,0,0,remember
Solar Adventure,0,0,0,solar_adventure
Raiders of Galaxy,0,0,0,raiders_of_galaxy
Abduction,0,0,0,abduction
"Empathy, Inc.",0,0,0,empathy_inc
Dimension Z,0,0,0,dimension_z
Butt Boy,0,0,0,butt_boy
Mazinger Z: Infinity,0,0,0,mazinger_z_infinity
Virtuosity,0,0,0,virtuosity
Portal,0,0,0,portal
Mirageman,0,0,0,mirageman
Lupin The Third: The Secret of Mamo,0,0,0,lupin_the_third_the_secret_of_mamo
The Third Wish,0,0,0,the_third_wish
Creature of Darkness,0,0,0,creature_of_darkness
The Moment After 2: Awakening,0,0,0,the_moment_after_2_awakening
Phase 7,0,0,0,phase_7
Strangler of the Swamp,0,0,0,strangler_of_the_swamp
Assault Girls,0,0,0,assault_girls
Tripping the Rift: The Movie A,0,0,0,tripping_the_rift_the_movie_a
The King of Fighters,0,0,0,the_king_of_fighters
Allegro,0,0,0,allegro
Blue Gender: The Warrior,0,0,0,blue_gender_the_warrior
Glenn: The Flying Robot,0,0,0,glenn_the_flying_robot
Gojira,0,0,0,gojira
Circuitry Man,0,0,0,circuitry_man
Tetsuo: The Bullet Man,0,0,0,tetsuo_the_bullet_man
Final Encounter,0,0,0,final_encounter
Momentum,0,0,0,momentum
Deep Core,0,0,0,deep_core
Beneath Loch Ness,0,0,0,beneath_loch_ness
The Nude Vampire,0,0,0,the_nude_vampire
Screamers: The Hunting,0,0,0,screamers_the_hunting
Terminal Error,0,0,0,terminal_error
Tekwar: Teklab,0,0,0,tekwar_teklab
Tekwar: Tekjustice,0,0,0,tekwar_tekjustice
Tekwar,0,0,0,tekwar
Hunter Prey,0,0,0,hunter_prey
White Wall,0,0,0,white_wall
RoboGeisha,0,0,0,robogeisha
Freaky Faron,0,0,0,freaky_faron
Prototype X29A,0,0,0,prototype_x29a
Flash Gordon: Space Soldiers,0,0,0,flash_gordon_space_soldiers
Flash Gordon's Trip to Mars,0,0,0,flash_gordon_s_trip_to_mars
Flash Gordon Conquers the Universe,0,0,0,flash_gordon_conquers_the_universe
Alien vs. Ninja,0,0,0,alien_vs_ninja
The Wolves of Willoughby Chase,0,0,0,the_wolves_of_willoughby_chase
Alien Tracker,0,0,0,alien_tracker
InuYasha the Movie 4 Fire on the Mystic Island,0,0,0,inuyasha_the_movie_4_fire_on_the_mystic_island
Godkiller,0,0,0,godkiller
Unholy,0,0,0,unholy
Brain of Blood,0,0,0,brain_of_blood
Earth vs. the Flying Saucers,0,0,0,earth_vs_the_flying_saucers
The Revenge Of Frankenstein,0,0,0,the_revenge_of_frankenstein
Human Feelings,0,0,0,human_feelings
"Have Rocket, Will Travel",0,0,0,have_rocket_will_travel
Terror of Frankenstein,0,0,0,terror_of_frankenstein
Day X,0,0,0,day_x
They Came from Beyond Space,0,0,0,they_came_from_beyond_space
Gammera the Invincible,0,0,0,gammera_the_invincible
Nymphoid Barbarian in Dinosaur Hell,0,0,0,nymphoid_barbarian_in_dinosaur_hell
The Beast with a Million Eyes,0,0,0,the_beast_with_a_million_eyes
One Day Like Rain,0,0,0,one_day_like_rain
Robot Holocaust,0,0,0,robot_holocaust
The Immortalizer,0,0,0,the_immortalizer
Redboy 13,0,0,0,redboy_13
Kamogawa Horumo,0,0,0,kamogawa_horumo
Judas Kiss,0,0,0,judas_kiss
Evangelion: 2.0 You Can,0,0,0,evangelion_2_0_you_can
The Objective,0,0,0,the_objective
Superior Ultraman 8 Brothers,0,0,0,superior_ultraman_8_brothers
Rock Monster,0,0,0,rock_monster
Quality Time,0,0,0,quality_time
The Other Side of the Tracks,0,0,0,the_other_side_of_the_tracks
InAlienable,0,0,0,inalienable
Far Cry,0,0,0,far_cry
Christmas on Mars,0,0,0,christmas_on_mars
Battle Planet,0,0,0,battle_planet
We Are the Strange,0,0,0,we_are_the_strange
Urchin,0,0,0,urchin
Tooth and Nail,0,0,0,tooth_and_nail
Sunshine,0,0,0,sunshine
Species - The Awakening,0,0,0,species_the_awakening
Resiklo,0,0,0,resiklo
Press Start,0,0,0,press_start
Kamen Rider The Next,0,0,0,kamen_rider_the_next
Imagination,0,0,0,imagination
Illegal Aliens,0,0,0,illegal_aliens
I'll Believe You,0,0,0,i_ll_believe_you
Happiness,0,0,0,happiness
Flatland,0,0,0,flatland
Fire Serpent,0,0,0,fire_serpent
Dr Plonk,0,0,0,dr_plonk
Alien Agent,0,0,0,alien_agent
Unna ja Nuuk,0,0,0,unna_ja_nuuk
Origin: Spirits of the Past,0,0,0,origin_spirits_of_the_past
Live Freaky! Die Freaky!,0,0,0,live_freaky_die_freaky
Lightspeed,0,0,0,lightspeed
Elephants Dream,0,0,0,elephants_dream
Eclectic Shorts by Eric Leiser,0,0,0,eclectic_shorts_by_eric_leiser
Displaced,0,0,0,displaced
Automatons,0,0,0,automatons
Alien Autopsy,0,0,0,alien_autopsy
Alag,0,0,0,alag
The Tiger Blade,0,0,0,the_tiger_blade
Star Wreck: In the Pirkinning,0,0,0,star_wreck_in_the_pirkinning
Slipstream,0,0,0,slipstream
Rubber Johnny,0,0,0,rubber_johnny
Planetfall,0,0,0,planetfall
The Mangler Reborn,0,0,0,the_mangler_reborn
Kamen Rider The First,0,0,0,kamen_rider_the_first
Hinokio,0,0,0,hinokio
H.G. Wells' The War of the Worlds,0,0,0,h_g_wells_the_war_of_the_worlds
Frankenstein vs. the Creature from Blood Cove,0,0,0,frankenstein_vs_the_creature_from_blood_cove
The Dark Hours,0,0,0,the_dark_hours
Zombie Planet,0,0,0,zombie_planet
Ultraman,0,0,0,ultraman
The Twins Effect II,0,0,0,the_twins_effect_ii
Pinocchio 3000,0,0,0,pinocchio_3000
Mah Nakorn,0,0,0,mah_nakorn
Kamikaze Girls,0,0,0,kamikaze_girls
Infection,0,0,0,infection
Grayson,0,0,0,grayson
Gamebox 1.0,0,0,0,gamebox_1_0
G.O.R.A.,0,0,0,g_o_r_a
The Drone Virus,0,0,0,the_drone_virus
The District!,0,0,0,the_district
Dead Meat,0,0,0,dead_meat
Anonymous Rex,0,0,0,anonymous_rex
Webs,0,0,0,webs
Robot Stories,0,0,0,robot_stories
Northfork,0,0,0,northfork
Natural City,0,0,0,natural_city
Moon Child,0,0,0,moon_child
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,0,0,0,interstella_5555_the_5tory_of_the_5ecret_5tar_5ystem
Bionicle: Mask of Light,0,0,0,bionicle_mask_of_light
Bells of Innocence,0,0,0,bells_of_innocence
Batman: Mystery of the Batwoman,0,0,0,batman_mystery_of_the_batwoman
Timequest,0,0,0,timequest
Solaris,0,0,0,solaris
Evelyn: The Cutest Evil Dead Girl,0,0,0,evelyn_the_cutest_evil_dead_girl
Dead or Alive: Final,0,0,0,dead_or_alive_final
Box Head Revolution,0,0,0,box_head_revolution
Bikini Planet,0,0,0,bikini_planet
The Princess Blade,0,0,0,the_princess_blade
Otogiriso,0,0,0,otogiriso
Electric Dragon 80.000 V,0,0,0,electric_dragon_80_000_v
The Lost Skeleton of Cadavra,0,0,0,the_lost_skeleton_of_cadavra
What Planet Are You From?,0,0,0,what_planet_are_you_from
Ditto,0,0,0,ditto
Top of the Food Chain,0,0,0,top_of_the_food_chain
Thumb Wars,0,0,0,thumb_wars
Memento Mori,0,0,0,memento_mori
Me and the Big Guy,0,0,0,me_and_the_big_guy
Alien Adventure,0,0,0,alien_adventure
The Second Arrival,0,0,0,the_second_arrival
Progeny,0,0,0,progeny
Men in White,0,0,0,men_in_white
Malli,0,0,0,malli
"Goodbye, 20th Century!",0,0,0,goodbye_20th_century
Gangster World,0,0,0,gangster_world
Alien Abduction: Incident in Lake County,0,0,0,alien_abduction_incident_in_lake_county
Space Marines,0,0,0,space_marines
Bugged!,0,0,0,bugged
Aberration,0,0,0,aberration
Rubber's Lover,0,0,0,rubber_s_lover
Project ALF,0,0,0,project_alf
The Night Hunter,0,0,0,the_night_hunter
Mystery Science Theater 3000: The Movie,0,0,0,mystery_science_theater_3000_the_movie
Memory Run,0,0,0,memory_run
The Adventures of Galgameth,0,0,0,the_adventures_of_galgameth
The Drivetime,0,0,0,the_drivetime
TekWar: TekLords,0,0,0,tekwar_teklords
Kamen Rider J,0,0,0,kamen_rider_j
The Fantastic Four,0,0,0,the_fantastic_four
Cyborg 3: The Recycler,0,0,0,cyborg_3_the_recycler
"Class of Nuke 'Em High 3: The Good, the Bad and the Subhumanoid",0,0,0,class_of_nuke_em_high_3_the_good_the_bad_and_the_subhumanoid
Zero Patience,0,0,0,zero_patience
The Thief and the Cobbler,0,0,0,the_thief_and_the_cobbler
The Secret Adventures of Tom Thumb,0,0,0,the_secret_adventures_of_tom_thumb
Return to Frogtown,0,0,0,return_to_frogtown
Return of the Roller Blade Seven,0,0,0,return_of_the_roller_blade_seven
Kamen Rider ZO,0,0,0,kamen_rider_zo
Fortress,0,0,0,fortress
Executioners,0,0,0,executioners
Carnosaur,0,0,0,carnosaur
Alien Intruder,0,0,0,alien_intruder
Tetsuo II: Body Hammer,0,0,0,tetsuo_ii_body_hammer
Gayniggers from Outer Space,0,0,0,gayniggers_from_outer_space
Zeiram,0,0,0,zeiram
Xtro II: The Second Encounter,0,0,0,xtro_ii_the_second_encounter
Wax or the Discovery of Television Among the Bees,0,0,0,wax_or_the_discovery_of_television_among_the_bees
Vegas in Space,0,0,0,vegas_in_space
Until the End of the World,0,0,0,until_the_end_of_the_world
Roujin Z,0,0,0,roujin_z
Prayer of the Rollerboys,0,0,0,prayer_of_the_rollerboys
Karate Cop,0,0,0,karate_cop
Final Approach,0,0,0,final_approach
Latitude Zero,0,0,0,latitude_zero
Gamera vs. Guiron,0,0,0,gamera_vs_guiron
Voyage to the Planet of Prehistoric Women,0,0,0,voyage_to_the_planet_of_prehistoric_women
Charly,0,0,0,charly
The Blood Beast Terror,0,0,0,the_blood_beast_terror
The Astro-Zombies,0,0,0,the_astro_zombies
Yonggary,0,0,0,yonggary
The Terrornauts,0,0,0,the_terrornauts
The Projected Man,0,0,0,the_projected_man
Electronic Labyrinth: THX 1138 4EB,0,0,0,electronic_labyrinth_thx_1138_4eb
"Zontar, The Thing from Venus",0,0,0,zontar_the_thing_from_venus
The Wild World of Batwoman,0,0,0,the_wild_world_of_batwoman
"Jimmy, the Boy Wonder",0,0,0,jimmy_the_boy_wonder
The Face of Another,0,0,0,the_face_of_another
The Brides of Fu Manchu,0,0,0,the_brides_of_fu_manchu
Around the World Under the Sea,0,0,0,around_the_world_under_the_sea
Vinyl,0,0,0,vinyl
Village of the Giants,0,0,0,village_of_the_giants
Pinocchio in Outer Space,0,0,0,pinocchio_in_outer_space
Night Caller from Outer Space,0,0,0,night_caller_from_outer_space
Monster A Go-Go,0,0,0,monster_a_go_go
The Human Duplicators,0,0,0,the_human_duplicators
The Eye Creatures,0,0,0,the_eye_creatures
Curse of the Fly,0,0,0,curse_of_the_fly
Samson and His Mighty Challenge,0,0,0,samson_and_his_mighty_challenge
Monstrosity,0,0,0,monstrosity
Kiss Me Quick!,0,0,0,kiss_me_quick
Evil Brain from Outer Space,0,0,0,evil_brain_from_outer_space
The Creeping Terror,0,0,0,the_creeping_terror
Attack from Space,0,0,0,attack_from_space
Atomic Rulers of the World,0,0,0,atomic_rulers_of_the_world
Twice-Told Tales,0,0,0,twice_told_tales
The Evil of Frankenstein,0,0,0,the_evil_of_frankenstein
Nude on the Moon,0,0,0,nude_on_the_moon
Master of the World,0,0,0,master_of_the_world
Dinosaurus!,0,0,0,dinosaurus
S1m0ne,0,0,0,s1m0ne
The Damned,0,0,0,the_damned
The Butterfly Effect 3: Revelations,0,0,0,the_butterfly_effect_3_revelations
The Pirates Who Don't Do Anything: A VeggieTales Movie,0,0,0,the_pirates_who_don_t_do_anything_a_veggietales_movie
The Inhabited Island,0,0,0,the_inhabited_island
Rebirth of Mothra,0,0,0,rebirth_of_mothra
Rebirth of Mothra II,0,0,0,rebirth_of_mothra_ii
Real: The Movie,0,0,0,real_the_movie
The Book of the Dead,0,0,0,the_book_of_the_dead
The Sacrifice,0,0,0,the_sacrifice
The Caller,0,0,0,the_caller
The Hidden,0,0,0,the_hidden
Cracking Up,0,0,0,cracking_up
The Bubble,0,0,0,the_bubble
Scrambled Beer,0,0,0,scrambled_beer
Time Chasers,0,0,0,time_chasers
A Bomb Was Stolen,0,0,0,a_bomb_was_stolen
Cyborg 2087,0,0,0,cyborg_2087
Teens in the Universe,0,0,0,teens_in_the_universe
Croaked: Frog Monster from Hell,0,0,0,croaked_frog_monster_from_hell
Legend of Dinosaurs & Monster Birds,0,0,0,legend_of_dinosaurs_monster_birds
Quintet,0,0,0,quintet
"2019, After the Fall of New York",0,0,0,2019_after_the_fall_of_new_york
Warrior of the Lost World,0,0,0,warrior_of_the_lost_world
Sexmission,0,0,0,sexmission
The Super Dimension Fortress Macross: Do You Remember Love?,0,0,0,the_super_dimension_fortress_macross_do_you_remember_love
Days of Eclipse,0,0,0,days_of_eclipse
The Nest,0,0,0,the_nest
Puppet Master 5: The Final Chapter,0,0,0,puppet_master_5_the_final_chapter
Nirvana,0,0,0,nirvana
Las Aventuras de Dios,0,0,0,las_aventuras_de_dios
Ashura,0,0,0,ashura
Resurrection of the Little Match Girl,0,0,0,resurrection_of_the_little_match_girl
Underworld,0,0,0,underworld
The Children,0,0,0,the_children
Man in Outer Space,0,0,0,man_in_outer_space
Battle of the Worlds,0,0,0,battle_of_the_worlds
The X from Outer Space,0,0,0,the_x_from_outer_space
Angel's Egg,0,0,0,angel_s_egg
Le gendarme et les extra-terrestres,0,0,0,le_gendarme_et_les_extra_terrestres
Metalstorm: The Destruction of Jared-Syn,0,0,0,metalstorm_the_destruction_of_jared_syn
Future Cops,0,0,0,future_cops
The Human Vapor,0,0,0,the_human_vapor
The Absent-Minded Professor,0,0,0,the_absent_minded_professor
Invasion of the Neptune Men,0,0,0,invasion_of_the_neptune_men
Gorath,0,0,0,gorath
Star Pilot,0,0,0,star_pilot
Danger!! Death Ray,0,0,0,danger_death_ray
Kong Island,0,0,0,kong_island
The New Barbarians,0,0,0,the_new_barbarians
First Squad,0,0,0,first_squad
The Atlantis Interceptors,0,0,0,the_atlantis_interceptors
Pod People,0,0,0,pod_people
Future-Kill,0,0,0,future_kill
The Knight of the Dragon,0,0,0,the_knight_of_the_dragon
Spring and Chaos,0,0,0,spring_and_chaos
A Grand Day Out,0,0,0,a_grand_day_out
Critters 3,0,0,0,critters_3
Naked Blood,0,0,0,naked_blood
Second Time Around,0,0,0,second_time_around
Alien Invasion Arizona,0,0,0,alien_invasion_arizona
Funky Forest,0,0,0,funky_forest
Heaven's Soldiers,0,0,0,heaven_s_soldiers
Nihon Igai Zenbu Chinbotsu,0,0,0,nihon_igai_zenbu_chinbotsu
Silk,0,0,0,silk
The Sword Bearer,0,0,0,the_sword_bearer
The Ugly Swans,0,0,0,the_ugly_swans
Mil Mascaras Resurrection,0,0,0,mil_mascaras_resurrection
Pulse,0,0,0,pulse
Used Guys,0,0,0,used_guys
Behemoth,0,0,0,behemoth
Dinoshark,0,0,0,dinoshark
The Beginning,0,0,0,the_beginning
Cicak Man,0,0,0,cicak_man
More,0,0,0,more
Velocity Trap,0,0,0,velocity_trap
Hellraiser IV: Bloodline,0,0,0,hellraiser_iv_bloodline
Guyver: Dark Hero,0,0,0,guyver_dark_hero
Saturn 3,0,0,0,saturn_3
The Super Inframan,0,0,0,the_super_inframan
Dreamland,0,0,0,dreamland
Razortooth,0,0,0,razortooth
Megaville,0,0,0,megaville
Ultraman,0,0,0,ultraman
7 Angels in Eden,0,0,0,7_angels_in_eden
Journey to Promethea,0,0,0,journey_to_promethea
Brain Twisters,0,0,0,brain_twisters
Amazon Warrior,0,0,0,amazon_warrior
The Source of the Secret,0,0,0,the_source_of_the_secret
Ghost Warrior,0,0,0,ghost_warrior
The Land That Time Forgot,0,0,0,the_land_that_time_forgot
Psycho a Go-Go,0,0,0,psycho_a_go_go
World on a Wire,0,0,0,world_on_a_wire
Contaminated Man,0,0,0,contaminated_man
Sleep Dealer,0,0,0,sleep_dealer
Blood: The Last Vampire,0,0,0,blood_the_last_vampire
Paranormal Incident,0,0,0,paranormal_incident
The Ape Man,0,0,0,the_ape_man
Action Replayy,0,0,0,action_replayy
Mutant Girls Squad,0,0,0,mutant_girls_squad
The Last Days of the World,0,0,0,the_last_days_of_the_world
Race,0,0,0,race
Mad About Men,0,0,0,mad_about_men
Missile to the Moon,0,0,0,missile_to_the_moon
The Corridor,0,0,0,the_corridor
Edges of Darkness,0,0,0,edges_of_darkness
The Yakuza and the Mermaid,0,0,0,the_yakuza_and_the_mermaid
The Dead Undead,0,0,0,the_dead_undead
Six-String Samurai,0,0,0,six_string_samurai
The Frog Prince,0,0,0,the_frog_prince
Karate-Robo Zaborgar,0,0,0,karate_robo_zaborgar
Generation P,0,0,0,generation_p
The Mystical Law,0,0,0,the_mystical_law
The Hole: 2000 Seen By ...,0,0,0,the_hole_2000_seen_by
Android Insurrection,0,0,0,android_insurrection
King of Thorn,0,0,0,king_of_thorn
City Under Siege,0,0,0,city_under_siege
Meteor,0,0,0,meteor
The Man From Beijing,0,0,0,the_man_from_beijing
The Appearance of a Man,0,0,0,the_appearance_of_a_man
The Asphyx,0,0,0,the_asphyx
Dr. Orloff's Monster,0,0,0,dr_orloff_s_monster
Zeta One,0,0,0,zeta_one
Alien Dawn,0,0,0,alien_dawn
Seeds of Destruction,0,0,0,seeds_of_destruction
Stingray Sam,0,0,0,stingray_sam
Starcrossed,0,0,0,starcrossed
Legend of the Millennium Dragon,0,0,0,legend_of_the_millennium_dragon
Feeding Grounds,0,0,0,feeding_grounds
Hangar 18,0,0,0,hangar_18
Outerworld,0,0,0,outerworld
Antiviral,0,0,0,antiviral
Errors of the Human Body,0,0,0,errors_of_the_human_body
Life Tracker,0,0,0,life_tracker
Hamesima X,0,0,0,hamesima_x
Hercules vs. Moloch,0,0,0,hercules_vs_moloch
The Wall,0,0,0,the_wall
Extinction,0,0,0,extinction
Atomic Brain Invasion,0,0,0,atomic_brain_invasion
Star Slammer,0,0,0,star_slammer
Defcon 2012,0,0,0,defcon_2012
Rocketship X-M,0,0,0,rocketship_x_m
Scourge,0,0,0,scourge
Crime Zone,0,0,0,crime_zone
Away Awake,0,0,0,away_awake
Woman In The Moon,0,0,0,woman_in_the_moon
Dark Metropolis,0,0,0,dark_metropolis
Fist of the North Star,0,0,0,fist_of_the_north_star
Zone 39,0,0,0,zone_39
Atom Nine,0,0,0,atom_nine
Devil Girl from Mars,0,0,0,devil_girl_from_mars
Nightscape: Dark Reign of Thanatos,0,0,0,nightscape_dark_reign_of_thanatos
The Second Best Science Fiction Movie Ever Made,0,0,0,the_second_best_science_fiction_movie_ever_made
Invasion of the Girl Snatchers,0,0,0,invasion_of_the_girl_snatchers
After the Dawn,0,0,0,after_the_dawn
Destination Inner Space,0,0,0,destination_inner_space
Flashback,0,0,0,flashback
Shadowland: The Legend,0,0,0,shadowland_the_legend
Aelita,0,0,0,aelita
Iodine,0,0,0,iodine
Gintama: The Movie,0,0,0,gintama_the_movie
"It's Me, It's Me",0,0,0,it_s_me_it_s_me
11 A.M.,0,0,0,11_a_m
Terror of Mechagodzilla,0,0,0,terror_of_mechagodzilla
Meltdown: Days of Destruction,0,0,0,meltdown_days_of_destruction
The Forgotten,0,0,0,the_forgotten
Horror in the Wind,0,0,0,horror_in_the_wind
Phil the Alien,0,0,0,phil_the_alien
RahXephon: Pluralitas Concentio,0,0,0,rahxephon_pluralitas_concentio
Freezer Burn,0,0,0,freezer_burn
Proteus,0,0,0,proteus
Robotropolis,0,0,0,robotropolis
Woman Eater,0,0,0,woman_eater
Crack in the World,0,0,0,crack_in_the_world
Slices,0,0,0,slices
Narcosys,0,0,0,narcosys
Transatlantic Tunnel,0,0,0,transatlantic_tunnel
Planet Outlaws,0,0,0,planet_outlaws
Lavender,0,0,0,lavender
Almost Human,0,0,0,almost_human
Mysterious Island,0,0,0,mysterious_island
Knight Chills,0,0,0,knight_chills
Parasite Dolls,0,0,0,parasite_dolls
1313: Bermuda Triangle,0,0,0,1313_bermuda_triangle
Frankensteer,0,0,0,frankensteer
The Monitors,0,0,0,the_monitors
War of the Worlds: Goliath,0,0,0,war_of_the_worlds_goliath
Tiger & Bunny: The Rising,0,0,0,tiger_bunny_the_rising
Expiration,0,0,0,expiration
Astronaut: The Last Push,0,0,0,astronaut_the_last_push
Transcendence,0,0,0,transcendence
Tiramisu,0,0,0,tiramisu
Gila,0,0,0,gila
Cemetery Gates,0,0,0,cemetery_gates
Assassin,0,0,0,assassin
Blade of the Phantom Master: Shin Angyo Onshi,0,0,0,blade_of_the_phantom_master_shin_angyo_onshi
Altered States of Plaine,0,0,0,altered_states_of_plaine
Time Again,0,0,0,time_again
Unidentified,0,0,0,unidentified
Dark Watchers: The Women in Black,0,0,0,dark_watchers_the_women_in_black
Puff the Magic Dragon in the Land of Living Lies,0,0,0,puff_the_magic_dragon_in_the_land_of_living_lies
Visit to a Small Planet,0,0,0,visit_to_a_small_planet
Awaken the Dead,0,0,0,awaken_the_dead
Don't Ask Don't Tell,0,0,0,don_t_ask_don_t_tell
Dust Of War,0,0,0,dust_of_war
Frozen Alive,0,0,0,frozen_alive
Pokemon the Movie: Kyurem vs. The Sword of Justice,0,0,0,pokemon_the_movie_kyurem_vs_the_sword_of_justice
Codependent Lesbian Space Alien Seeks Same,0,0,0,codependent_lesbian_space_alien_seeks_same
Alien Agenda: Project Grey,0,0,0,alien_agenda_project_grey
War of the Robots,0,0,0,war_of_the_robots
War Gods of the Deep,0,0,0,war_gods_of_the_deep
Lovelorn,0,0,0,lovelorn
Biohazardous,0,0,0,biohazardous
The People Who Own The Dark,0,0,0,the_people_who_own_the_dark
The Maze,0,0,0,the_maze
Dark Island,0,0,0,dark_island
Unknown Island,0,0,0,unknown_island
The Man Without a Body,0,0,0,the_man_without_a_body
Year of the Fish,0,0,0,year_of_the_fish
After Death,0,0,0,after_death
Precious Find,0,0,0,precious_find
Sky Racket,0,0,0,sky_racket
Rodentz,0,0,0,rodentz
Giants Of Thessaly,0,0,0,giants_of_thessaly
